Province_State,Confirmed,Deceased,Recovered,Date
Tennessee,29549,472,19731.0,06-13-2020
Texas,86915,1971,56535.0,06-13-2020
Utah,13981,139,8114.0,06-13-2020
Vermont,1125,55,908.0,06-13-2020
Virgin Islands,72,6,64.0,06-13-2020
Virginia,53869,1541,7131.0,06-13-2020
Washington,25538,1213,,06-13-2020
West Virginia,2274,88,1568.0,06-13-2020
Wisconsin,22518,691,16231.0,06-13-2020
Wyoming,1050,18,833.0,06-13-2020
Alabama,87723,1580,35401.0,07-31-2020
Alaska,2990,23,898.0,07-31-2020
American Samoa,0,0,,07-31-2020
Arizona,174010,3694,22714.0,07-31-2020
Arkansas,42511,453,35413.0,07-31-2020
California,500556,9214,,07-31-2020
Colorado,46791,1838,5309.0,07-31-2020
Connecticut,49810,4432,8613.0,07-31-2020
Delaware,14788,585,8179.0,07-31-2020
Diamond Princess,49,0,,07-31-2020
District of Columbia,12057,584,9816.0,07-31-2020
Florida,470386,6843,,07-31-2020
Georgia,186352,3752,,07-31-2020
Grand Princess,103,3,,07-31-2020
Guam,356,5,304.0,07-31-2020
Hawaii,2111,26,1226.0,07-31-2020
Idaho,20716,188,6744.0,07-31-2020
Illinois,180115,7692,,07-31-2020
Indiana,66154,2965,46466.0,07-31-2020
Iowa,44753,872,32578.0,07-31-2020
Kansas,27364,358,1178.0,07-31-2020
Kentucky,30151,735,7481.0,07-31-2020
Louisiana,116280,3949,74246.0,07-31-2020
Maine,3912,123,3361.0,07-31-2020
Maryland,88346,3493,5689.0,07-31-2020
Massachusetts,117612,8609,97595.0,07-31-2020
Michigan,90574,6450,57502.0,07-31-2020
Minnesota,54463,1640,47289.0,07-31-2020
Mississippi,58747,1663,35071.0,07-31-2020
Missouri,50616,1265,,07-31-2020
Montana,3965,60,2331.0,07-31-2020
Nebraska,26211,332,18997.0,07-31-2020
Nevada,48088,830,1127.0,07-31-2020
New Hampshire,6583,415,5722.0,07-31-2020
New Jersey,181660,15819,32475.0,07-31-2020
New Mexico,20600,642,8015.0,07-31-2020
New York,415014,32689,73055.0,07-31-2020
North Carolina,122298,1942,92302.0,07-31-2020
North Dakota,6469,103,5289.0,07-31-2020
Northern Mariana Islands,42,2,29.0,07-31-2020
Ohio,91159,3489,65788.0,07-31-2020
Oklahoma,36487,541,29187.0,07-31-2020
Oregon,18492,322,3872.0,07-31-2020
Pennsylvania,116787,7207,84036.0,07-31-2020
Puerto Rico,16781,219,,07-31-2020
Rhode Island,19022,1007,1823.0,07-31-2020
South Carolina,89016,1712,32859.0,07-31-2020
South Dakota,8764,130,7761.0,07-31-2020
Tennessee,105959,1060,66357.0,07-31-2020
Texas,438293,6576,273191.0,07-31-2020
Utah,40196,304,28130.0,07-31-2020
Vermont,1414,57,1211.0,07-31-2020
Virgin Islands,406,8,338.0,07-31-2020
Virginia,89888,2174,11937.0,07-31-2020
Washington,55803,1564,,07-31-2020
West Virginia,6579,116,4815.0,07-31-2020
Wisconsin,52940,934,42317.0,07-31-2020
Wyoming,2726,26,2123.0,07-31-2020
Alabama,22845,755,13508.0,06-11-2020
Alaska,609,11,397.0,06-11-2020
American Samoa,0,0,,06-11-2020
Arizona,31267,1135,5980.0,06-11-2020
Arkansas,10816,171,7351.0,06-11-2020
California,143377,4934,,06-11-2020
Colorado,28632,1582,4150.0,06-11-2020
Connecticut,44461,4146,7611.0,06-11-2020
Delaware,10106,414,6001.0,06-11-2020
Diamond Princess,49,0,,06-11-2020
District of Columbia,9589,502,1143.0,06-11-2020
Florida,69069,2848,,06-11-2020
Georgia,54973,2375,,06-11-2020
Grand Princess,103,3,,06-11-2020
Guam,183,5,168.0,06-11-2020
Hawaii,692,17,622.0,06-11-2020
Idaho,3260,85,2628.0,06-11-2020
Illinois,130603,6185,,06-11-2020
Indiana,38748,2380,27321.0,06-11-2020
Iowa,22973,640,13956.0,06-11-2020
Kansas,10823,243,657.0,06-11-2020
Kentucky,11945,493,3379.0,06-11-2020
Louisiana,44472,2987,33904.0,06-11-2020
Maine,2667,100,2062.0,06-11-2020
Maryland,60197,2875,4365.0,06-11-2020
Massachusetts,104667,7492,,06-11-2020
Michigan,65449,5985,42041.0,06-11-2020
Minnesota,29316,1280,24870.0,06-11-2020
Mississippi,18483,868,13356.0,06-11-2020
Missouri,15699,862,,06-11-2020
Montana,563,18,487.0,06-11-2020
Nebraska,16315,212,8946.0,06-11-2020
Nevada,10473,459,560.0,06-11-2020
New Hampshire,5209,308,3585.0,06-11-2020
New Jersey,165816,12443,28376.0,06-11-2020
New Mexico,9367,420,3806.0,06-11-2020
New York,380892,30580,68211.0,06-11-2020
North Carolina,39584,1106,23653.0,06-11-2020
North Dakota,2980,74,2515.0,06-11-2020
Northern Mariana Islands,30,2,19.0,06-11-2020
Ohio,40004,2492,,06-11-2020
Oklahoma,7626,358,6263.0,06-11-2020
Oregon,5237,171,2350.0,06-11-2020
Pennsylvania,81848,6113,55665.0,06-11-2020
Puerto Rico,5352,144,,06-11-2020
Rhode Island,15862,823,1419.0,06-11-2020
South Carolina,16441,588,7928.0,06-11-2020
South Dakota,5665,73,4664.0,06-11-2020
Tennessee,28340,441,18992.0,06-11-2020
Texas,82658,1930,54096.0,06-11-2020
Utah,13252,131,7745.0,06-11-2020
Vermont,1110,55,905.0,06-11-2020
Virgin Islands,72,6,64.0,06-11-2020
Virginia,52647,1520,6895.0,06-11-2020
Washington,24779,1194,,06-11-2020
West Virginia,2217,86,1516.0,06-11-2020
Wisconsin,21926,682,15348.0,06-11-2020
Wyoming,1009,18,814.0,06-11-2020
Alabama,83782,1538,32510.0,07-29-2020
Alaska,2798,22,854.0,07-29-2020
American Samoa,0,0,,07-29-2020
Arizona,168273,3454,21994.0,07-29-2020
Arkansas,40968,434,33938.0,07-29-2020
California,484913,8908,,07-29-2020
Colorado,45778,1822,5243.0,07-29-2020
Connecticut,49540,4425,8516.0,07-29-2020
Delaware,14602,581,8108.0,07-29-2020
Diamond Princess,49,0,,07-29-2020
District of Columbia,11999,584,9723.0,07-29-2020
Florida,451423,6333,,07-29-2020
Georgia,178323,3642,,07-29-2020
Grand Princess,103,3,,07-29-2020
Guam,354,5,297.0,07-29-2020
Hawaii,1865,26,1205.0,07-29-2020
Idaho,19674,173,6203.0,07-29-2020
Illinois,176363,7654,,07-29-2020
Indiana,64299,2932,45058.0,07-29-2020
Iowa,43623,854,31246.0,07-29-2020
Kansas,26591,349,1149.0,07-29-2020
Kentucky,28727,724,7495.0,07-29-2020
Louisiana,112773,3883,74246.0,07-29-2020
Maine,3866,121,3336.0,07-29-2020
Maryland,86285,3478,5592.0,07-29-2020
Massachusetts,116684,8580,96452.0,07-29-2020
Michigan,88974,6422,57502.0,07-29-2020
Minnesota,52947,1629,46636.0,07-29-2020
Mississippi,55804,1563,35071.0,07-29-2020
Missouri,46942,1239,,07-29-2020
Montana,3676,54,2212.0,07-29-2020
Nebraska,25422,324,18702.0,07-29-2020
Nevada,45806,780,1061.0,07-29-2020
New Hampshire,6513,411,5688.0,07-29-2020
New Jersey,180600,15798,32365.0,07-29-2020
New Mexico,20136,632,7657.0,07-29-2020
New York,413593,32658,72900.0,07-29-2020
North Carolina,118387,1888,92302.0,07-29-2020
North Dakota,6227,102,5087.0,07-29-2020
Northern Mariana Islands,42,2,29.0,07-29-2020
Ohio,87893,3422,62695.0,07-29-2020
Oklahoma,34623,523,27386.0,07-29-2020
Oregon,17721,311,3736.0,07-29-2020
Pennsylvania,114939,7171,82663.0,07-29-2020
Puerto Rico,16061,211,,07-29-2020
Rhode Island,18800,1007,1810.0,07-29-2020
South Carolina,85846,1615,32859.0,07-29-2020
South Dakota,8641,129,7609.0,07-29-2020
Tennessee,100822,1020,62129.0,07-29-2020
Texas,418995,6193,251346.0,07-29-2020
Utah,39194,292,26643.0,07-29-2020
Vermont,1406,56,1199.0,07-29-2020
Virgin Islands,385,8,296.0,07-29-2020
Virginia,87993,2125,11650.0,07-29-2020
Washington,54985,1555,,07-29-2020
West Virginia,6277,111,4589.0,07-29-2020
Wisconsin,51049,911,40416.0,07-29-2020
Wyoming,2628,26,2022.0,07-29-2020
Alabama,4075,118,,04-15-2020
Alaska,293,9,106.0,04-15-2020
American Samoa,0,0,,04-15-2020
Arizona,3964,142,385.0,04-15-2020
Arkansas,1569,33,489.0,04-15-2020
California,26686,860,,04-15-2020
Colorado,7956,328,,04-15-2020
Connecticut,14755,868,,04-15-2020
Delaware,2014,46,354.0,04-15-2020
Diamond Princess,49,0,0.0,04-15-2020
District of Columbia,2197,72,530.0,04-15-2020
Florida,22511,596,,04-15-2020
Georgia,14987,552,,04-15-2020
Grand Princess,103,0,0.0,04-15-2020
Guam,135,5,73.0,04-15-2020
Hawaii,524,9,333.0,04-15-2020
Idaho,1473,39,,04-15-2020
Illinois,24593,949,,04-15-2020
Indiana,8960,436,,04-15-2020
Iowa,1995,53,908.0,04-15-2020
Kansas,1504,71,,04-15-2020
Kentucky,2210,115,653.0,04-15-2020
Louisiana,21951,1103,,04-15-2020
Maine,770,24,305.0,04-15-2020
Maryland,10032,311,607.0,04-15-2020
Massachusetts,29918,1108,,04-15-2020
Michigan,28059,1921,452.0,04-15-2020
Minnesota,1809,87,940.0,04-15-2020
Mississippi,3360,122,,04-15-2020
Missouri,4791,153,,04-15-2020
Montana,404,7,209.0,04-15-2020
Nebraska,901,20,,04-15-2020
Nevada,3211,131,,04-15-2020
New Hampshire,1139,32,365.0,04-15-2020
New Jersey,71030,3156,,04-15-2020
New Mexico,1484,36,340.0,04-15-2020
New York,214454,11617,23887.0,04-15-2020
North Carolina,5340,130,,04-15-2020
North Dakota,365,9,142.0,04-15-2020
Northern Mariana Islands,13,2,,04-15-2020
Ohio,7794,362,,04-15-2020
Oklahoma,2263,123,1115.0,04-15-2020
Oregon,1663,58,,04-15-2020
Pennsylvania,26753,779,,04-15-2020
Puerto Rico,974,51,,04-15-2020
Rhode Island,3251,80,168.0,04-15-2020
South Carolina,3656,106,,04-15-2020
South Dakota,1168,6,329.0,04-15-2020
Tennessee,5827,124,2196.0,04-15-2020
Texas,15907,375,3150.0,04-15-2020
Utah,2548,20,218.0,04-15-2020
Vermont,759,29,15.0,04-15-2020
Virgin Islands,51,1,44.0,04-15-2020
Virginia,6500,195,752.0,04-15-2020
Washington,10942,552,,04-15-2020
West Virginia,702,10,211.0,04-15-2020
Wisconsin,3721,183,,04-15-2020
Wyoming,287,1,129.0,04-15-2020
Recovered,0,0,52096.0,04-15-2020
Alabama,11101,473,,05-14-2020
Alaska,383,10,339.0,05-14-2020
American Samoa,0,0,,05-14-2020
Arizona,12674,624,3074.0,05-14-2020
Arkansas,4366,98,3277.0,05-14-2020
California,74871,3052,,05-14-2020
Colorado,20838,1086,3217.0,05-14-2020
Connecticut,35464,3219,6264.0,05-14-2020
Delaware,7223,260,3080.0,05-14-2020
Diamond Princess,49,0,,05-14-2020
District of Columbia,6736,358,966.0,05-14-2020
Florida,43210,1875,,05-14-2020
Georgia,35977,1545,,05-14-2020
Grand Princess,103,3,,05-14-2020
Guam,152,5,124.0,05-14-2020
Hawaii,637,17,563.0,05-14-2020
Idaho,2351,72,1557.0,05-14-2020
Illinois,87937,3928,,05-14-2020
Indiana,26053,1646,,05-14-2020
Iowa,13675,318,6231.0,05-14-2020
Kansas,7705,189,422.0,05-14-2020
Kentucky,7225,328,2649.0,05-14-2020
Louisiana,33489,2417,22608.0,05-14-2020
Maine,1565,69,958.0,05-14-2020
Maryland,35903,1866,2569.0,05-14-2020
Massachusetts,82182,5482,,05-14-2020
Michigan,49582,4787,22686.0,05-14-2020
Minnesota,13435,672,8473.0,05-14-2020
Mississippi,10483,480,6268.0,05-14-2020
Missouri,10594,566,,05-14-2020
Montana,462,16,431.0,05-14-2020
Nebraska,9260,103,,05-14-2020
Nevada,6504,333,244.0,05-14-2020
New Hampshire,3382,151,1236.0,05-14-2020
New Jersey,142704,9946,15642.0,05-14-2020
New Mexico,5503,242,1515.0,05-14-2020
New York,343051,27641,59758.0,05-14-2020
North Carolina,16968,641,9115.0,05-14-2020
North Dakota,1712,40,1007.0,05-14-2020
Northern Mariana Islands,19,2,12.0,05-14-2020
Ohio,26357,1534,,05-14-2020
Oklahoma,4963,284,3660.0,05-14-2020
Oregon,3479,137,1406.0,05-14-2020
Pennsylvania,63105,4288,,05-14-2020
Puerto Rico,2427,117,,05-14-2020
Rhode Island,12016,468,903.0,05-14-2020
South Carolina,8189,371,4914.0,05-14-2020
South Dakota,3792,43,2437.0,05-14-2020
Tennessee,16699,287,8881.0,05-14-2020
Texas,44480,1235,24487.0,05-14-2020
Utah,6749,75,3566.0,05-14-2020
Vermont,932,53,792.0,05-14-2020
Virgin Islands,69,6,61.0,05-14-2020
Virginia,27813,956,3678.0,05-14-2020
Washington,17773,983,,05-14-2020
West Virginia,1427,60,870.0,05-14-2020
Wisconsin,11275,434,5994.0,05-14-2020
Wyoming,701,7,480.0,05-14-2020
Alabama,50508,1104,25783.0,07-10-2020
Alaska,1323,17,588.0,07-10-2020
American Samoa,0,0,,07-10-2020
Arizona,116892,2082,13853.0,07-10-2020
Arkansas,26803,313,20642.0,07-10-2020
California,310885,6955,,07-10-2020
Colorado,36173,1724,4691.0,07-10-2020
Connecticut,47287,4348,8351.0,07-10-2020
Delaware,12652,517,6949.0,07-10-2020
Diamond Princess,49,0,,07-10-2020
District of Columbia,10743,568,1703.0,07-10-2020
Florida,244151,4102,,07-10-2020
Georgia,111217,2965,,07-10-2020
Grand Princess,103,3,,07-10-2020
Guam,310,5,202.0,07-10-2020
Hawaii,1158,19,840.0,07-10-2020
Idaho,9929,101,3022.0,07-10-2020
Illinois,152899,7345,,07-10-2020
Indiana,50300,2748,38120.0,07-10-2020
Iowa,34172,743,25891.0,07-10-2020
Kansas,18303,293,905.0,07-10-2020
Kentucky,18672,620,5258.0,07-10-2020
Louisiana,74636,3380,46334.0,07-10-2020
Maine,3499,111,2931.0,07-10-2020
Maryland,71910,3303,5157.0,07-10-2020
Massachusetts,111110,8296,94347.0,07-10-2020
Michigan,75685,6285,52841.0,07-10-2020
Minnesota,40767,1533,35442.0,07-10-2020
Mississippi,34622,1215,22167.0,07-10-2020
Missouri,27069,1084,,07-10-2020
Montana,1593,28,855.0,07-10-2020
Nebraska,20777,286,15206.0,07-10-2020
Nevada,25908,579,764.0,07-10-2020
New Hampshire,5991,390,4831.0,07-10-2020
New Jersey,174628,15479,31014.0,07-10-2020
New Mexico,14549,539,6118.0,07-10-2020
New York,400299,32331,71371.0,07-10-2020
North Carolina,82032,1497,55318.0,07-10-2020
North Dakota,4155,85,3496.0,07-10-2020
Northern Mariana Islands,31,2,19.0,07-10-2020
Ohio,62856,3032,43435.0,07-10-2020
Oklahoma,19092,416,14648.0,07-10-2020
Oregon,11454,232,3009.0,07-10-2020
Pennsylvania,98482,6880,72284.0,07-10-2020
Puerto Rico,9137,159,,07-10-2020
Rhode Island,17312,976,1685.0,07-10-2020
South Carolina,52419,929,20956.0,07-10-2020
South Dakota,7401,107,6408.0,07-10-2020
Tennessee,59546,723,34740.0,07-10-2020
Texas,244756,3062,122996.0,07-10-2020
Utah,28223,207,16261.0,07-10-2020
Vermont,1277,56,1066.0,07-10-2020
Virgin Islands,153,6,87.0,07-10-2020
Virginia,68931,1958,9189.0,07-10-2020
Washington,39218,1424,,07-10-2020
West Virginia,3983,95,2756.0,07-10-2020
Wisconsin,34753,814,27329.0,07-10-2020
Wyoming,1790,21,1327.0,07-10-2020
Alabama,6421,219,,04-26-2020
Alaska,340,9,217.0,04-26-2020
American Samoa,0,0,,04-26-2020
Arizona,6534,275,1383.0,04-26-2020
Arkansas,3001,51,985.0,04-26-2020
California,43558,1725,,04-26-2020
Colorado,13441,688,2150.0,04-26-2020
Connecticut,25269,1924,,04-26-2020
Delaware,4034,120,911.0,04-26-2020
Diamond Princess,49,0,0.0,04-26-2020
District of Columbia,3841,178,657.0,04-26-2020
Florida,31532,1075,,04-26-2020
Georgia,23486,916,,04-26-2020
Grand Princess,103,3,0.0,04-26-2020
Guam,141,5,128.0,04-26-2020
Hawaii,606,14,482.0,04-26-2020
Idaho,1897,56,938.0,04-26-2020
Illinois,43903,1933,,04-26-2020
Indiana,15012,813,,04-26-2020
Iowa,5476,118,1900.0,04-26-2020
Kansas,3277,121,,04-26-2020
Kentucky,4085,208,1501.0,04-26-2020
Louisiana,26773,1729,14927.0,04-26-2020
Maine,1015,50,532.0,04-26-2020
Maryland,18581,910,1177.0,04-26-2020
Massachusetts,54938,2899,,04-26-2020
Michigan,37778,3315,8342.0,04-26-2020
Minnesota,3602,272,1774.0,04-26-2020
Mississippi,5911,227,,04-26-2020
Missouri,7120,283,,04-26-2020
Montana,448,14,339.0,04-26-2020
Nebraska,3028,56,,04-26-2020
Nevada,4734,206,,04-26-2020
New Hampshire,1864,60,777.0,04-26-2020
New Jersey,109038,5938,,04-26-2020
New Mexico,2726,99,614.0,04-26-2020
New York,288045,22269,23887.0,04-26-2020
North Carolina,8997,324,,04-26-2020
North Dakota,867,17,326.0,04-26-2020
Northern Mariana Islands,14,2,11.0,04-26-2020
Ohio,15972,728,,04-26-2020
Oklahoma,3254,195,2139.0,04-26-2020
Oregon,2311,92,,04-26-2020
Pennsylvania,42616,1816,,04-26-2020
Puerto Rico,1371,84,,04-26-2020
Rhode Island,7439,226,433.0,04-26-2020
South Carolina,5498,174,3701.0,04-26-2020
South Dakota,2212,11,1257.0,04-26-2020
Tennessee,9667,181,4527.0,04-26-2020
Texas,24967,651,10763.0,04-26-2020
Utah,4123,41,1568.0,04-26-2020
Vermont,851,46,,04-26-2020
Virgin Islands,57,4,51.0,04-26-2020
Virginia,12970,449,1815.0,04-26-2020
Washington,13521,749,,04-26-2020
West Virginia,1055,34,455.0,04-26-2020
Wisconsin,5912,272,,04-26-2020
Wyoming,502,7,334.0,04-26-2020
Recovered,0,0,106988.0,04-26-2020
Alabama,18630,646,9355.0,06-01-2020
Alaska,466,10,368.0,06-01-2020
American Samoa,0,0,,06-01-2020
Arizona,20129,918,4869.0,06-01-2020
Arkansas,7443,133,5401.0,06-01-2020
California,114733,4217,,06-01-2020
Colorado,26563,1458,3919.0,06-01-2020
Connecticut,42740,3970,7511.0,06-01-2020
Delaware,9605,368,5353.0,06-01-2020
Diamond Princess,49,0,,06-01-2020
District of Columbia,8857,468,1126.0,06-01-2020
Florida,56830,2460,,06-01-2020
Georgia,47902,2094,,06-01-2020
Grand Princess,103,3,,06-01-2020
Guam,175,5,145.0,06-01-2020
Hawaii,652,17,608.0,06-01-2020
Idaho,2839,82,2248.0,06-01-2020
Illinois,121234,5412,,06-01-2020
Indiana,34830,2143,22224.0,06-01-2020
Iowa,19699,555,11440.0,06-01-2020
Kansas,9920,217,547.0,06-01-2020
Kentucky,10046,439,3232.0,06-01-2020
Louisiana,40341,2801,31728.0,06-01-2020
Maine,2349,89,1586.0,06-01-2020
Maryland,53327,2552,3782.0,06-01-2020
Massachusetts,100805,7035,,06-01-2020
Michigan,57532,5516,38099.0,06-01-2020
Minnesota,25208,1060,19441.0,06-01-2020
Mississippi,15752,739,11203.0,06-01-2020
Missouri,13724,776,,06-01-2020
Montana,519,17,461.0,06-01-2020
Nebraska,14345,170,,06-01-2020
Nevada,8702,417,459.0,06-01-2020
New Hampshire,4685,245,2948.0,06-01-2020
New Jersey,160918,11723,26703.0,06-01-2020
New Mexico,7800,362,2853.0,06-01-2020
New York,371711,29917,66110.0,06-01-2020
North Carolina,29592,948,18860.0,06-01-2020
North Dakota,2625,61,2078.0,06-01-2020
Northern Mariana Islands,22,2,16.0,06-01-2020
Ohio,35984,2207,,06-01-2020
Oklahoma,6573,334,5511.0,06-01-2020
Oregon,4302,154,2164.0,06-01-2020
Pennsylvania,76646,5567,48428.0,06-01-2020
Puerto Rico,3873,136,,06-01-2020
Rhode Island,14991,720,1281.0,06-01-2020
South Carolina,12148,500,6459.0,06-01-2020
South Dakota,5034,62,3903.0,06-01-2020
Tennessee,22566,364,15564.0,06-01-2020
Texas,65593,1683,43338.0,06-01-2020
Utah,9999,113,6251.0,06-01-2020
Vermont,983,55,880.0,06-01-2020
Virgin Islands,70,6,62.0,06-01-2020
Virginia,45398,1392,5899.0,06-01-2020
Washington,21977,1123,,06-01-2020
West Virginia,2028,76,1313.0,06-01-2020
Wisconsin,18543,595,11838.0,06-01-2020
Wyoming,910,17,667.0,06-01-2020
Alabama,20925,718,11395.0,06-08-2020
Alaska,562,10,384.0,06-08-2020
American Samoa,0,0,,06-08-2020
Arizona,27678,1053,5639.0,06-08-2020
Arkansas,9740,155,6424.0,06-08-2020
California,133816,4657,,06-08-2020
Colorado,28169,1543,4091.0,06-08-2020
Connecticut,44092,4084,7284.0,06-08-2020
Delaware,9972,398,5791.0,06-08-2020
Diamond Princess,49,0,,06-08-2020
District of Columbia,9389,491,1143.0,06-08-2020
Florida,64904,2712,,06-08-2020
Georgia,52497,2208,,06-08-2020
Grand Princess,103,3,,06-08-2020
Guam,179,5,163.0,06-08-2020
Hawaii,676,17,617.0,06-08-2020
Idaho,3189,83,2461.0,06-08-2020
Illinois,128415,5924,,06-08-2020
Indiana,37623,2316,25608.0,06-08-2020
Iowa,22007,617,13028.0,06-08-2020
Kansas,10544,236,625.0,06-08-2020
Kentucky,11476,472,3359.0,06-08-2020
Louisiana,43050,2944,33904.0,06-08-2020
Maine,2588,99,1891.0,06-08-2020
Maryland,58404,2776,4240.0,06-08-2020
Massachusetts,103626,7353,,06-08-2020
Michigan,64944,5916,42041.0,06-08-2020
Minnesota,28224,1208,23657.0,06-08-2020
Mississippi,17768,837,13356.0,06-08-2020
Missouri,15158,823,,06-08-2020
Montana,548,18,475.0,06-08-2020
Nebraska,15786,188,8455.0,06-08-2020
Nevada,9816,442,522.0,06-08-2020
New Hampshire,5079,286,3392.0,06-08-2020
New Jersey,164497,12214,27941.0,06-08-2020
New Mexico,9062,400,3307.0,06-08-2020
New York,378799,30417,67687.0,06-08-2020
North Carolina,36517,1041,23653.0,06-08-2020
North Dakota,2880,72,2336.0,06-08-2020
Northern Mariana Islands,28,2,19.0,06-08-2020
Ohio,38837,2406,,06-08-2020
Oklahoma,7205,348,6014.0,06-08-2020
Oregon,4922,164,2237.0,06-08-2020
Pennsylvania,80339,5953,53670.0,06-08-2020
Puerto Rico,5046,142,,06-08-2020
Rhode Island,15642,799,1390.0,06-08-2020
South Carolina,14800,557,7347.0,06-08-2020
South Dakota,5471,65,4403.0,06-08-2020
Tennessee,27005,421,17563.0,06-08-2020
Texas,76463,1848,49758.0,06-08-2020
Utah,12322,124,7255.0,06-08-2020
Vermont,1075,55,895.0,06-08-2020
Virgin Islands,71,6,62.0,06-08-2020
Virginia,51251,1477,6557.0,06-08-2020
Washington,24041,1161,,06-08-2020
West Virginia,2161,84,1468.0,06-08-2020
Wisconsin,21038,646,14242.0,06-08-2020
Wyoming,960,17,773.0,06-08-2020
Alabama,49174,1068,25783.0,07-09-2020
Alaska,1268,17,571.0,07-09-2020
American Samoa,0,0,,07-09-2020
Arizona,112671,2038,13341.0,07-09-2020
Arkansas,26052,309,19992.0,07-09-2020
California,302484,6859,,07-09-2020
Colorado,35507,1706,4669.0,07-09-2020
Connecticut,47209,4348,8351.0,07-09-2020
Delaware,12531,517,6901.0,07-09-2020
Diamond Princess,49,0,,07-09-2020
District of Columbia,10679,568,1662.0,07-09-2020
Florida,232718,4009,,07-09-2020
Georgia,106727,2930,,07-09-2020
Grand Princess,103,3,,07-09-2020
Guam,309,5,202.0,07-09-2020
Hawaii,1130,19,811.0,07-09-2020
Idaho,9429,100,2978.0,07-09-2020
Illinois,151572,7329,,07-09-2020
Indiana,49575,2739,37795.0,07-09-2020
Iowa,33254,741,26340.0,07-09-2020
Kansas,17785,293,879.0,07-09-2020
Kentucky,18245,612,4939.0,07-09-2020
Louisiana,71994,3355,46334.0,07-09-2020
Maine,3486,111,2901.0,07-09-2020
Maryland,71447,3288,5132.0,07-09-2020
Massachusetts,110897,8268,94347.0,07-09-2020
Michigan,75063,6271,52841.0,07-09-2020
Minnesota,40163,1528,35193.0,07-09-2020
Mississippi,33591,1204,22167.0,07-09-2020
Missouri,26410,1073,,07-09-2020
Montana,1466,25,796.0,07-09-2020
Nebraska,20623,284,15031.0,07-09-2020
Nevada,24904,571,759.0,07-09-2020
New Hampshire,5973,387,4817.0,07-09-2020
New Jersey,174270,15448,30938.0,07-09-2020
New Mexico,14251,533,6051.0,07-09-2020
New York,399513,32283,71279.0,07-09-2020
North Carolina,79656,1477,55318.0,07-09-2020
North Dakota,4071,85,3464.0,07-09-2020
Northern Mariana Islands,31,2,19.0,07-09-2020
Ohio,61331,3006,42111.0,07-09-2020
Oklahoma,18497,410,14100.0,07-09-2020
Oregon,11188,230,2977.0,07-09-2020
Pennsylvania,97542,6848,71507.0,07-09-2020
Puerto Rico,8862,159,,07-09-2020
Rhode Island,17243,974,1684.0,07-09-2020
South Carolina,50691,905,19181.0,07-09-2020
South Dakota,7336,101,6331.0,07-09-2020
Tennessee,57591,710,33609.0,07-09-2020
Texas,236541,3006,118326.0,07-09-2020
Utah,27356,205,15661.0,07-09-2020
Vermont,1272,56,1054.0,07-09-2020
Virgin Islands,144,6,81.0,07-09-2020
Virginia,67988,1937,9065.0,07-09-2020
Washington,38581,1409,,07-09-2020
West Virginia,3826,95,2718.0,07-09-2020
Wisconsin,33908,809,26792.0,07-09-2020
Wyoming,1769,21,1313.0,07-09-2020
Alabama,4571,148,,04-17-2020
Alaska,309,9,128.0,04-17-2020
American Samoa,0,0,,04-17-2020
Arizona,4511,169,539.0,04-17-2020
Arkansas,1695,37,593.0,04-17-2020
California,29157,1037,,04-17-2020
Colorado,8691,372,,04-17-2020
Connecticut,16809,1036,,04-17-2020
Delaware,2317,61,378.0,04-17-2020
Diamond Princess,49,0,0.0,04-17-2020
District of Columbia,2476,86,573.0,04-17-2020
Florida,24759,725,,04-17-2020
Georgia,17194,650,,04-17-2020
Grand Princess,103,0,0.0,04-17-2020
Guam,136,5,97.0,04-17-2020
Hawaii,541,9,374.0,04-17-2020
Idaho,1609,41,390.0,04-17-2020
Illinois,27578,1132,,04-17-2020
Indiana,10154,522,,04-17-2020
Iowa,2332,64,1007.0,04-17-2020
Kansas,1730,82,,04-17-2020
Kentucky,2522,137,956.0,04-17-2020
Louisiana,23118,1213,,04-17-2020
Maine,827,29,352.0,04-17-2020
Maryland,11572,334,736.0,04-17-2020
Massachusetts,34402,1245,,04-17-2020
Michigan,30023,2227,629.0,04-17-2020
Minnesota,2070,111,1066.0,04-17-2020
Mississippi,3793,140,,04-17-2020
Missouri,5371,184,,04-17-2020
Montana,422,8,233.0,04-17-2020
Nebraska,1066,24,,04-17-2020
Nevada,3524,142,,04-17-2020
New Hampshire,1287,37,455.0,04-17-2020
New Jersey,78467,3840,,04-17-2020
New Mexico,1597,44,353.0,04-17-2020
New York,230597,17131,23887.0,04-17-2020
North Carolina,6045,177,,04-17-2020
North Dakota,393,9,172.0,04-17-2020
Northern Mariana Islands,13,2,,04-17-2020
Ohio,9107,418,,04-17-2020
Oklahoma,2465,136,1331.0,04-17-2020
Oregon,1785,70,,04-17-2020
Pennsylvania,29888,921,,04-17-2020
Puerto Rico,1068,58,,04-17-2020
Rhode Island,4177,118,196.0,04-17-2020
South Carolina,4099,116,,04-17-2020
South Dakota,1411,7,457.0,04-17-2020
Tennessee,6263,141,3017.0,04-17-2020
Texas,17849,451,4190.0,04-17-2020
Utah,2793,23,443.0,04-17-2020
Vermont,779,35,15.0,04-17-2020
Virgin Islands,51,2,46.0,04-17-2020
Virginia,7491,231,1110.0,04-17-2020
Washington,11517,603,,04-17-2020
West Virginia,775,16,223.0,04-17-2020
Wisconsin,4053,206,,04-17-2020
